time,tls,phase,q_up,q_down,max_age,beta,gamma,pressure
606,B0,3,1,16,36,0.9,0.5,4.6
606,B2,0,108,56,60,0.5137614678899083,0.5,109.22935779816514
606,B2,1,0,10,40,0.9,0.5,11.0
606,B2,2,68,42,60,0.6086956521739131,0.5,72.43478260869566
606,B2,3,0,10,40,0.9,0.5,11.0
606,C1,0,160,38,12,0.3,0.2,151.0
606,C1,1,16,5,8,0.3,0.13333333333333333,15.566666666666666
606,C1,2,92,28,12,0.3010752688172043,0.2,85.96989247311828
606,C1,3,16,5,8,0.3,0.13333333333333333,15.566666666666666
607,A1,0,146,90,63,0.6122448979591837,0.5,122.39795918367346
607,A1,1,4,14,42,0.9,0.5,12.4
607,A1,2,117,66,63,0.559322033898305,0.5,111.58474576271186
607,A1,3,4,14,42,0.9,0.5,12.4
607,B0,0,139,87,57,0.6214285714285714,0.5,113.43571428571428
607,B0,1,2,16,38,0.9,0.5,6.6
607,B0,2,103,63,57,0.6057692307692307,0.5,93.33653846153847
607,B0,3,2,16,38,0.9,0.5,6.6
607,B2,0,103,53,63,0.5096153846153846,0.5,107.49038461538461
607,B2,1,1,9,42,0.9,0.5,13.9
607,B2,2,69,39,63,0.5571428571428572,0.5,78.77142857142857
607,B2,3,1,9,42,0.9,0.5,13.9
607,C1,0,157,41,15,0.3,0.25,148.45
607,C1,1,16,6,10,0.35294117647058826,0.16666666666666666,15.549019607843137
607,C1,2,92,31,15,0.3333333333333333,0.25,85.41666666666667
607,C1,3,16,6,10,0.35294117647058826,0.16666666666666666,15.549019607843137
608,A1,0,142,94,66,0.6573426573426573,0.5,113.20979020979021
608,A1,1,4,14,44,0.9,0.5,13.4
608,A1,2,117,70,66,0.5932203389830508,0.5,108.47457627118644
608,A1,3,4,14,44,0.9,0.5,13.4
608,B0,0,139,87,60,0.6214285714285714,0.5,114.93571428571428
608,B0,1,2,16,40,0.9,0.5,7.6
608,B0,2,104,63,60,0.6,0.5,96.2
608,B0,3,2,16,40,0.9,0.5,7.6
608,B2,0,102,54,66,0.5242718446601942,0.5,106.68932038834951
608,B2,1,0,11,44,0.9,0.5,12.1
608,B2,2,68,40,66,0.5797101449275363,0.5,77.81159420289855
608,B2,3,0,11,44,0.9,0.5,12.1
608,C1,0,147,42,18,0.3,0.3,139.8
608,C1,1,16,6,12,0.35294117647058826,0.2,16.28235294117647
608,C1,2,93,32,18,0.3404255319148936,0.3,87.50638297872341
608,C1,3,16,6,12,0.35294117647058826,0.2,16.28235294117647
609,A1,0,141,92,69,0.647887323943662,0.5,115.8943661971831
609,A1,1,4,14,46,0.9,0.5,14.4
609,A1,2,117,68,69,0.576271186440678,0.5,112.3135593220339
609,A1,3,4,14,46,0.9,0.5,14.4
609,B0,0,135,86,63,0.6323529411764706,0.5,112.11764705882354
609,B0,1,2,16,42,0.9,0.5,8.6
609,B0,2,104,62,63,0.5904761904761905,0.5,98.89047619047619
609,B0,3,2,16,42,0.9,0.5,8.6
609,B2,0,103,56,69,0.5384615384615384,0.5,107.34615384615384
609,B2,1,0,12,46,0.9,0.5,12.2
609,B2,2,68,42,69,0.6086956521739131,0.5,76.93478260869566
609,B2,3,0,12,46,0.9,0.5,12.2
609,C1,0,141,43,21,0.3028169014084507,0.35,135.32887323943663
609,C1,1,15,6,14,0.375,0.23333333333333334,16.016666666666666
609,C1,2,95,33,21,0.34375,0.35,91.00625
609,C1,3,15,6,14,0.375,0.23333333333333334,16.016666666666666
610,A1,0,142,96,72,0.6713286713286714,0.5,113.55244755244755
610,A1,1,7,16,48,0.9,0.5,16.6
610,A1,2,121,72,72,0.5901639344262295,0.5,114.50819672131148
610,A1,3,7,16,48,0.9,0.5,16.6
610,B0,0,140,87,66,0.6170212765957447,0.5,119.31914893617022
610,B0,1,3,16,44,0.9,0.5,10.6
610,B0,2,105,63,66,0.5943396226415094,0.5,100.5566037735849
610,B0,3,3,16,44,0.9,0.5,10.6
610,B2,0,100,56,72,0.5544554455445545,0.5,104.95049504950495
610,B2,1,0,12,48,0.9,0.5,13.2
610,B2,2,68,42,72,0.6086956521739131,0.5,78.43478260869566
610,B2,3,0,12,48,0.9,0.5,13.2
610,C1,0,138,46,24,0.33093525179856115,0.4,132.3769784172662
610,C1,1,14,6,16,0.4,0.26666666666666666,15.866666666666667
610,C1,2,95,35,24,0.3645833333333333,0.4,91.83958333333334
610,C1,3,14,6,16,0.4,0.26666666666666666,15.866666666666667
611,B0,0,142,88,69,0.6153846153846154,0.5,122.34615384615384
611,B0,1,4,17,46,0.9,0.5,11.7
611,B0,2,106,64,69,0.5981308411214953,0.5,102.2196261682243
611,B0,3,4,17,46,0.9,0.5,11.7
611,B2,0,97,61,75,0.6224489795918368,0.5,96.53061224489795
611,B2,1,0,16,50,0.9,0.5,10.6
611,B2,2,68,47,75,0.6811594202898551,0.5,73.48550724637681
611,B2,3,0,16,50,0.9,0.5,10.6
611,C1,0,127,51,27,0.3984375,0.45,118.8296875
611,C1,1,13,7,18,0.5,0.3,14.899999999999999
611,C1,2,97,38,27,0.3877551020408163,0.45,94.41530612244898
611,C1,3,13,7,18,0.5,0.3,14.899999999999999
612,B0,0,147,89,72,0.6013513513513513,0.5,129.47972972972974
612,B0,1,6,18,48,0.9,0.5,13.8
612,B0,2,108,65,72,0.5963302752293578,0.5,105.23853211009174
612,B0,3,6,18,48,0.9,0.5,13.8
612,B2,0,99,62,78,0.62,0.5,99.56
612,B2,1,1,17,52,0.9,0.5,11.7
612,B2,2,69,48,78,0.6857142857142857,0.5,75.08571428571429
612,B2,3,1,17,52,0.9,0.5,11.7
612,C1,0,122,52,30,0.42276422764227645,0.5,115.01626016260163
612,C1,1,13,8,20,0.5714285714285714,0.3333333333333333,15.095238095238095
612,C1,2,96,39,30,0.4020618556701031,0.5,95.31958762886597
612,C1,3,13,8,20,0.5714285714285714,0.3333333333333333,15.095238095238095
613,B0,0,145,90,75,0.6164383561643836,0.5,127.02054794520548
613,B0,1,5,19,50,0.9,0.5,12.899999999999999
613,B0,2,108,66,75,0.6055045871559633,0.5,105.53669724770643
613,B0,3,5,19,50,0.9,0.5,12.899999999999999
613,C1,0,118,55,33,0.46218487394957986,0.5,109.0798319327731
613,C1,1,12,7,22,0.5384615384615384,0.36666666666666664,16.297435897435896
613,C1,2,92,41,33,0.44086021505376344,0.5,90.4247311827957
613,C1,3,12,7,22,0.5384615384615384,0.36666666666666664,16.297435897435896
614,B0,0,144,88,78,0.6068965517241379,0.5,129.59310344827585
614,B0,1,6,19,52,0.9,0.5,14.899999999999999
614,B0,2,109,64,78,0.5818181818181818,0.5,110.76363636363637
614,B0,3,6,19,52,0.9,0.5,14.899999999999999
614,B1,0,203,211,3,0.9,0.1,13.399999999999995
614,B1,2,215,206,3,0.9,0.1,29.899999999999995
614,C1,0,114,55,36,0.4782608695652174,0.5,105.69565217391305
614,C1,1,12,7,24,0.5384615384615384,0.4,17.83076923076923
614,C1,2,92,41,36,0.44086021505376344,0.5,91.9247311827957
614,C1,3,12,7,24,0.5384615384615384,0.4,17.83076923076923
615,C1,0,112,59,39,0.5221238938053098,0.5,100.69469026548673
615,C1,1,11,8,26,0.6666666666666666,0.43333333333333335,16.933333333333334
615,C1,2,90,44,39,0.4835164835164835,0.5,88.22527472527473
615,C1,3,11,8,26,0.6666666666666666,0.43333333333333335,16.933333333333334
616,C1,0,109,59,42,0.5363636363636364,0.5,98.35454545454546
616,C1,1,11,8,28,0.6666666666666666,0.4666666666666667,18.733333333333334
616,C1,2,87,44,42,0.5,0.5,86.0
616,C1,3,11,8,28,0.6666666666666666,0.4666666666666667,18.733333333333334
617,C1,0,106,60,45,0.5607476635514018,0.5,94.85514018691589
617,C1,1,11,9,30,0.75,0.5,19.25
617,C1,2,90,45,45,0.4945054945054945,0.5,90.24725274725274
617,C1,3,11,9,30,0.75,0.5,19.25
618,C1,0,111,65,48,0.5803571428571429,0.5,97.27678571428571
618,C1,1,10,10,32,0.9,0.5,17.0
618,C1,2,89,48,48,0.5333333333333333,0.5,87.4
618,C1,3,10,10,32,0.9,0.5,17.0
619,C1,0,113,65,51,0.5701754385964912,0.5,101.43859649122807
619,C1,1,9,9,34,0.9,0.5,17.9
619,C1,2,87,48,51,0.5454545454545454,0.5,86.31818181818181
619,C1,3,9,9,34,0.9,0.5,17.9
620,C1,0,111,63,54,0.5625,0.5,102.5625
620,C1,1,9,9,36,0.9,0.5,18.9
620,C1,2,90,47,54,0.5164835164835165,0.5,92.72527472527472
620,C1,3,9,9,36,0.9,0.5,18.9
621,C1,0,109,65,57,0.5909090909090909,0.5,99.0909090909091
621,C1,1,9,10,38,0.9,0.5,19.0
621,C1,2,93,49,57,0.5212765957446809,0.5,95.95744680851064
621,C1,3,9,10,38,0.9,0.5,19.0
622,C1,0,104,64,60,0.6095238095238096,0.5,94.99047619047619
622,C1,1,8,12,40,0.9,0.5,17.2
622,C1,2,93,50,60,0.5319148936170213,0.5,96.40425531914894
622,C1,3,8,12,40,0.9,0.5,17.2
625,A1,0,168,98,3,0.5798816568047337,0.1,111.47159763313608
625,A1,1,16,10,2,0.5882352941176471,0.1,10.317647058823528
625,A1,2,89,68,3,0.7555555555555555,0.1,37.92222222222222
625,A1,3,16,10,2,0.5882352941176471,0.1,10.317647058823528
627,B2,0,107,88,3,0.8148148148148148,0.1,35.5962962962963
627,B2,1,7,20,2,0.9,0.1,-10.8
627,B2,2,75,71,3,0.9,0.1,11.400000000000002
627,B2,3,7,20,2,0.9,0.1,-10.8
628,B2,0,108,88,6,0.8073394495412844,0.1,37.55412844036697
628,B2,1,8,20,4,0.9,0.1,-9.6
628,B2,2,76,71,6,0.9,0.1,12.700000000000001
628,B2,3,8,20,4,0.9,0.1,-9.6
629,B0,0,150,96,3,0.6357615894039735,0.1,89.26688741721854
629,B0,1,8,19,2,0.9,0.1,-8.900000000000002
629,B0,2,96,72,3,0.7422680412371134,0.1,42.85670103092783
629,B0,3,8,19,2,0.9,0.1,-8.900000000000002
629,B1,0,266,184,3,0.6891385767790262,0.1,139.49850187265918
629,B1,2,239,176,3,0.7333333333333333,0.1,110.23333333333333
629,B2,0,107,87,9,0.8055555555555556,0.15,38.26666666666667
629,B2,1,6,18,6,0.9,0.1,-9.6
629,B2,2,74,70,9,0.9,0.15,12.35
629,B2,3,6,18,6,0.9,0.1,-9.6
630,B0,0,152,97,6,0.6339869281045751,0.1,91.1032679738562
630,B0,1,9,19,4,0.9,0.1,-7.700000000000001
630,B0,2,97,73,6,0.7448979591836735,0.1,43.22244897959183
630,B0,3,9,19,4,0.9,0.1,-7.700000000000001
630,B2,0,110,88,12,0.7927927927927928,0.2,42.634234234234235
630,B2,1,5,18,8,0.9,0.13333333333333333,-10.133333333333333
630,B2,2,73,71,12,0.9,0.2,11.500000000000002
630,B2,3,5,18,8,0.9,0.13333333333333333,-10.133333333333333
631,B0,0,152,98,9,0.6405228758169934,0.15,90.57875816993464
631,B0,1,9,19,6,0.9,0.1,-7.500000000000002
631,B0,2,94,73,9,0.7684210526315789,0.15,39.255263157894746
631,B0,3,9,19,6,0.9,0.1,-7.500000000000002
631,B2,0,105,87,15,0.8207547169811321,0.25,37.3443396226415
631,B2,1,5,19,10,0.9,0.16666666666666666,-10.433333333333335
631,B2,2,73,70,15,0.9,0.25,13.75
631,B2,3,5,19,10,0.9,0.16666666666666666,-10.433333333333335
632,B0,0,154,97,12,0.6258064516129033,0.2,95.69677419354838
632,B0,1,10,17,8,0.9,0.13333333333333333,-4.233333333333334
632,B0,2,95,72,12,0.75,0.2,43.4
632,B0,3,10,17,8,0.9,0.13333333333333333,-4.233333333333334
632,B2,0,106,87,18,0.8130841121495327,0.3,40.66168224299066
632,B2,1,5,19,12,0.9,0.2,-9.700000000000001
632,B2,2,73,70,18,0.9,0.3,15.399999999999999
632,B2,3,5,19,12,0.9,0.2,-9.700000000000001
633,B0,0,156,94,15,0.5987261146496815,0.25,103.46974522292993
633,B0,1,11,16,10,0.9,0.16666666666666666,-1.7333333333333338
633,B0,2,96,69,15,0.711340206185567,0.25,50.66752577319588
633,B0,3,11,16,10,0.9,0.16666666666666666,-1.7333333333333338
633,B2,0,107,84,21,0.7777777777777778,0.35,49.01666666666667
633,B2,1,5,18,14,0.9,0.23333333333333334,-7.933333333333333
633,B2,2,73,67,21,0.9,0.35,20.049999999999997
633,B2,3,5,18,14,0.9,0.23333333333333334,-7.933333333333333
634,B0,0,156,94,18,0.5987261146496815,0.3,105.11974522292994
634,B0,1,11,15,12,0.9,0.2,-0.09999999999999964
634,B0,2,93,69,18,0.7340425531914894,0.3,47.751063829787235
634,B0,3,11,15,12,0.9,0.2,-0.09999999999999964
634,B2,0,110,84,24,0.7567567567567568,0.4,56.03243243243243
634,B2,1,5,18,16,0.9,0.26666666666666666,-6.933333333333333
634,B2,2,73,67,24,0.9,0.4,22.299999999999997
634,B2,3,5,18,16,0.9,0.26666666666666666,-6.933333333333333
635,B0,0,152,96,21,0.6274509803921569,0.35,99.11470588235294
635,B0,1,11,16,14,0.9,0.23333333333333334,-0.13333333333333375
635,B0,2,93,71,21,0.7553191489361702,0.35,46.72234042553191
635,B0,3,11,16,14,0.9,0.23333333333333334,-0.13333333333333375
635,B2,0,114,85,27,0.7391304347826086,0.45,63.323913043478264
635,B2,1,6,20,18,0.9,0.3,-6.6000000000000005
635,B2,2,74,68,27,0.9,0.45,24.949999999999996
635,B2,3,6,20,18,0.9,0.3,-6.6000000000000005
636,B0,0,154,97,24,0.6258064516129033,0.4,102.89677419354837
636,B0,1,12,15,16,0.9,0.26666666666666666,2.7666666666666666
636,B0,2,91,72,24,0.782608695652174,0.4,44.25217391304348
636,B0,3,12,15,16,0.9,0.26666666666666666,2.7666666666666666
636,B2,0,113,88,30,0.7719298245614035,0.5,60.07017543859649
636,B2,1,6,22,20,0.9,0.3333333333333333,-7.133333333333335
636,B2,2,74,71,30,0.9,0.5,25.1
636,B2,3,6,22,20,0.9,0.3333333333333333,-7.133333333333335
637,B0,0,156,101,27,0.643312101910828,0.45,103.17547770700638
637,B0,1,13,14,18,0.9,0.3,5.8
637,B0,2,92,74,27,0.7956989247311828,0.45,45.26827956989248
637,B0,3,13,14,18,0.9,0.3,5.8
637,B2,0,121,87,33,0.7131147540983607,0.5,75.45901639344262
637,B2,1,7,22,22,0.9,0.36666666666666664,-4.733333333333334
637,B2,2,75,70,33,0.9,0.5,28.5
637,B2,3,7,22,22,0.9,0.36666666666666664,-4.733333333333334
637,C1,0,98,59,3,0.5959595959595959,0.1,63.13838383838384
637,C1,1,4,16,2,0.9,0.1,-10.200000000000001
637,C1,2,80,55,3,0.6790123456790124,0.1,42.95432098765432
637,C1,3,4,16,2,0.9,0.1,-10.200000000000001
638,B0,0,154,99,30,0.6387096774193548,0.5,105.76774193548388
638,B0,1,11,13,20,0.9,0.3333333333333333,5.966666666666665
638,B0,2,90,72,30,0.7912087912087912,0.5,48.032967032967036
638,B0,3,11,13,20,0.9,0.3333333333333333,5.966666666666665
638,B2,0,123,85,36,0.6854838709677419,0.5,82.73387096774195
638,B2,1,8,21,24,0.9,0.4,-1.3000000000000007
638,B2,2,76,68,36,0.8831168831168831,0.5,33.94805194805195
638,B2,3,8,21,24,0.9,0.4,-1.3000000000000007
639,B0,0,155,98,33,0.6282051282051282,0.5,109.93589743589743
639,B0,1,11,12,22,0.9,0.36666666666666664,8.266666666666666
639,B0,2,93,71,33,0.7553191489361702,0.5,55.87234042553191
639,B0,3,11,12,22,0.9,0.36666666666666664,8.266666666666666
639,B2,0,126,84,39,0.6614173228346457,0.5,89.94094488188976
639,B2,1,8,20,26,0.9,0.43333333333333335,1.2666666666666675
639,B2,2,76,67,39,0.8701298701298701,0.5,37.201298701298704
639,B2,3,8,20,26,0.9,0.43333333333333335,1.2666666666666675
640,A1,0,115,101,3,0.8706896551724138,0.1,27.360344827586207
640,A1,1,13,14,2,0.9,0.1,0.6000000000000003
640,A1,2,68,71,3,0.9,0.1,4.400000000000001
640,A1,3,13,14,2,0.9,0.1,0.6000000000000003
640,B0,0,156,97,36,0.6178343949044586,0.5,114.07006369426752
640,B0,1,11,11,24,0.9,0.4,10.700000000000001
640,B0,2,90,70,36,0.7692307692307693,0.5,54.15384615384615
640,B0,3,11,11,24,0.9,0.4,10.700000000000001
640,B2,0,127,83,42,0.6484375,0.5,94.1796875
640,B2,1,8,20,28,0.9,0.4666666666666667,3.0666666666666664
640,B2,2,76,66,42,0.8571428571428571,0.5,40.42857142857143
640,B2,3,8,20,28,0.9,0.4666666666666667,3.0666666666666664
641,A1,0,116,102,6,0.8717948717948718,0.1,27.67692307692308
641,A1,1,11,14,4,0.9,0.1,-1.1999999999999997
641,A1,2,67,72,6,0.9,0.1,2.800000000000003
641,A1,3,11,14,4,0.9,0.1,-1.1999999999999997
641,B0,0,157,93,39,0.5886075949367089,0.5,121.75949367088607
641,B0,1,12,10,26,0.7692307692307693,0.43333333333333335,15.574358974358976
641,B0,2,91,67,39,0.7282608695652174,0.5,61.70652173913044
641,B0,3,12,10,26,0.7692307692307693,0.43333333333333335,15.574358974358976
641,B2,0,123,84,45,0.6774193548387096,0.5,88.59677419354838
641,B2,1,8,20,30,0.9,0.5,5.0
641,B2,2,76,67,45,0.8701298701298701,0.5,40.201298701298704
641,B2,3,8,20,30,0.9,0.5,5.0
642,A1,0,116,101,9,0.8632478632478633,0.15,30.161965811965807
642,A1,1,11,14,6,0.9,0.1,-0.9999999999999996
642,A1,2,66,71,9,0.9,0.15,3.450000000000001
642,A1,3,11,14,6,0.9,0.1,-0.9999999999999996
642,B0,0,158,93,42,0.5849056603773585,0.5,124.60377358490567
642,B0,1,11,10,28,0.8333333333333334,0.4666666666666667,15.733333333333333
642,B0,2,93,66,42,0.7021276595744681,0.5,67.65957446808511
642,B0,3,11,10,28,0.8333333333333334,0.4666666666666667,15.733333333333333
642,B2,0,115,83,48,0.7155172413793104,0.5,79.61206896551724
642,B2,1,8,19,32,0.9,0.5,6.899999999999999
642,B2,2,76,66,48,0.8571428571428571,0.5,43.42857142857143
642,B2,3,8,19,32,0.9,0.5,6.899999999999999
643,A1,0,109,102,12,0.9,0.2,19.6
643,A1,1,9,14,8,0.9,0.13333333333333333,-2.533333333333333
643,A1,2,70,72,12,0.9,0.2,7.600000000000003
643,A1,3,9,14,8,0.9,0.13333333333333333,-2.533333333333333
643,B0,0,154,90,45,0.5806451612903226,0.5,124.24193548387096
643,B0,1,10,9,30,0.8181818181818182,0.5,17.636363636363637
643,B0,2,89,64,45,0.7111111111111111,0.5,65.98888888888888
643,B0,3,10,9,30,0.8181818181818182,0.5,17.636363636363637
643,B2,0,113,81,51,0.7105263157894737,0.5,80.94736842105263
643,B2,1,8,18,34,0.9,0.5,8.8
643,B2,2,76,64,51,0.8311688311688312,0.5,48.3051948051948
643,B2,3,8,18,34,0.9,0.5,8.8
644,A1,0,107,100,15,0.9,0.25,20.75
644,A1,1,8,13,10,0.9,0.16666666666666666,-2.0333333333333345
644,A1,2,68,70,15,0.9,0.25,8.75
644,A1,3,8,13,10,0.9,0.16666666666666666,-2.0333333333333345
644,B0,0,154,88,48,0.567741935483871,0.5,128.03870967741935
644,B0,1,10,7,32,0.6363636363636364,0.5,21.545454545454547
644,B0,2,89,62,48,0.6888888888888889,0.5,70.28888888888889
644,B0,3,10,7,32,0.6363636363636364,0.5,21.545454545454547
644,B1,0,232,171,3,0.7339055793991416,0.1,106.80214592274679
644,B1,2,253,168,3,0.6614173228346457,0.1,142.18188976377954
644,B2,0,120,82,54,0.6776859504132231,0.5,91.4297520661157
644,B2,1,8,19,36,0.9,0.5,8.899999999999999
644,B2,2,76,65,54,0.8441558441558441,0.5,48.129870129870135
644,B2,3,8,19,36,0.9,0.5,8.899999999999999
645,A1,0,99,100,18,0.9,0.3,14.399999999999999
645,A1,1,8,13,12,0.9,0.2,-1.3000000000000007
645,A1,2,69,70,18,0.9,0.3,11.399999999999999
645,A1,3,8,13,12,0.9,0.2,-1.3000000000000007
645,B0,0,146,90,51,0.6122448979591837,0.5,116.39795918367346
645,B0,1,8,8,34,0.8888888888888888,0.5,17.88888888888889
645,B0,2,87,63,51,0.7159090909090909,0.5,67.39772727272728
645,B0,3,8,8,34,0.8888888888888888,0.5,17.88888888888889
645,B2,0,133,85,57,0.6343283582089553,0.5,107.5820895522388
645,B2,1,9,20,38,0.9,0.5,10.0
645,B2,2,77,67,57,0.8589743589743589,0.5,47.94871794871795
645,B2,3,9,20,38,0.9,0.5,10.0
646,A1,0,98,102,21,0.9,0.35,13.550000000000002
646,A1,1,7,14,14,0.9,0.23333333333333334,-2.333333333333333
646,A1,2,72,72,21,0.9,0.35,14.550000000000002
646,A1,3,7,14,14,0.9,0.23333333333333334,-2.333333333333333
646,B0,0,144,88,54,0.6068965517241379,0.5,117.59310344827585
646,B0,1,7,7,36,0.875,0.5,18.875
646,B0,2,86,61,54,0.7011494252873564,0.5,70.22988505747126
646,B0,3,7,7,36,0.875,0.5,18.875
646,B2,0,134,86,60,0.6370370370370371,0.5,109.21481481481482
646,B2,1,8,19,40,0.9,0.5,10.899999999999999
646,B2,2,76,68,60,0.8831168831168831,0.5,45.94805194805195
646,B2,3,8,19,40,0.9,0.5,10.899999999999999
647,B0,0,144,86,57,0.593103448275862,0.5,121.49310344827586
647,B0,1,7,6,38,0.75,0.5,21.5
647,B0,2,86,59,57,0.6781609195402298,0.5,74.48850574712644
647,B0,3,7,6,38,0.75,0.5,21.5
647,B2,0,145,83,63,0.5684931506849316,0.5,129.31506849315068
647,B2,1,8,18,42,0.9,0.5,12.8
647,B2,2,76,65,63,0.8441558441558441,0.5,52.629870129870135
647,B2,3,8,18,42,0.9,0.5,12.8
648,B0,0,143,87,60,0.6041666666666666,0.5,120.4375
648,B0,1,6,8,40,0.9,0.5,18.8
648,B0,2,82,60,60,0.7228915662650602,0.5,68.62650602409639
648,B0,3,6,8,40,0.9,0.5,18.8
648,B2,0,144,84,66,0.5793103448275863,0.5,128.33793103448275
648,B2,1,9,18,44,0.9,0.5,14.8
648,B2,2,77,66,66,0.8461538461538461,0.5,54.15384615384615
648,B2,3,9,18,44,0.9,0.5,14.8
649,B0,0,144,86,63,0.593103448275862,0.5,124.49310344827586
649,B0,1,5,7,42,0.9,0.5,19.7
649,B0,2,87,59,63,0.6704545454545454,0.5,78.94318181818181
649,B0,3,5,7,42,0.9,0.5,19.7
649,B2,0,147,85,69,0.5743243243243243,0.5,132.68243243243242
649,B2,1,8,18,46,0.9,0.5,14.8
649,B2,2,76,67,69,0.8701298701298701,0.5,52.201298701298704
649,B2,3,8,18,46,0.9,0.5,14.8
650,B0,0,142,86,66,0.6013986013986014,0.5,123.2797202797203
650,B0,1,4,8,44,0.9,0.5,18.8
650,B0,2,83,59,66,0.7023809523809523,0.5,74.55952380952381
650,B0,3,4,8,44,0.9,0.5,18.8
650,B2,0,147,86,72,0.581081081081081,0.5,133.02702702702703
650,B2,1,8,20,48,0.9,0.5,14.0
650,B2,2,76,68,72,0.8831168831168831,0.5,51.94805194805195
650,B2,3,8,20,48,0.9,0.5,14.0
651,B0,0,144,85,69,0.5862068965517241,0.5,128.67241379310346
651,B0,1,5,7,46,0.9,0.5,21.7
651,B0,2,87,58,69,0.6590909090909091,0.5,83.27272727272728
651,B0,3,5,7,46,0.9,0.5,21.7
651,B2,0,150,84,75,0.5562913907284768,0.5,140.77152317880797
651,B2,1,9,19,50,0.9,0.5,16.9
651,B2,2,77,66,75,0.8461538461538461,0.5,58.65384615384615
651,B2,3,9,19,50,0.9,0.5,16.9
652,B0,0,140,86,72,0.6099290780141844,0.5,123.54609929078015
652,B0,1,3,8,48,0.9,0.5,19.8
652,B0,2,86,59,72,0.6781609195402298,0.5,81.98850574712644
652,B0,3,3,8,48,0.9,0.5,19.8
652,B2,0,150,81,78,0.5364238410596026,0.5,145.5496688741722
652,B2,1,9,20,52,0.9,0.5,17.0
652,B2,2,77,65,78,0.8333333333333334,0.5,61.83333333333333
652,B2,3,9,20,52,0.9,0.5,17.0
652,C1,0,101,53,3,0.5196078431372549,0.1,73.76078431372548
652,C1,1,1,22,2,0.9,0.1,-18.6
652,C1,2,78,53,3,0.6708860759493671,0.1,42.74303797468354
652,C1,3,1,22,2,0.9,0.1,-18.6
653,B0,0,140,87,75,0.6170212765957447,0.5,123.81914893617022
653,B0,1,3,10,50,0.9,0.5,19.0
653,B0,2,83,60,75,0.7142857142857143,0.5,77.64285714285714
653,B0,3,3,10,50,0.9,0.5,19.0
653,C1,0,102,59,6,0.5728155339805825,0.1,68.80388349514563
653,C1,1,0,23,4,0.9,0.1,-20.3
653,C1,2,81,57,6,0.6951219512195121,0.1,41.97804878048781
653,C1,3,0,23,4,0.9,0.1,-20.3
654,B0,0,140,90,78,0.6382978723404256,0.5,121.5531914893617
654,B0,1,3,10,52,0.9,0.5,20.0
654,B0,2,83,62,78,0.7380952380952381,0.5,76.23809523809524
654,B0,3,3,10,52,0.9,0.5,20.0
654,C1,0,108,63,9,0.5779816513761468,0.15,72.93715596330276
654,C1,1,1,23,6,0.9,0.1,-19.099999999999998
654,C1,2,86,59,9,0.6781609195402298,0.15,47.33850574712644
654,C1,3,1,23,6,0.9,0.1,-19.099999999999998
655,C1,0,99,65,12,0.65,0.2,59.15
655,C1,1,0,24,8,0.9,0.13333333333333333,-20.533333333333335
655,C1,2,86,61,12,0.7011494252873564,0.2,45.62988505747126
655,C1,3,0,24,8,0.9,0.13333333333333333,-20.533333333333335
656,C1,0,93,62,15,0.6595744680851063,0.25,55.85638297872341
656,C1,1,0,24,10,0.9,0.16666666666666666,-19.933333333333334
656,C1,2,95,58,15,0.6041666666666666,0.25,63.708333333333336
656,C1,3,0,24,10,0.9,0.16666666666666666,-19.933333333333334
659,B1,0,229,178,3,0.7739130434782608,0.1,91.54347826086958
659,B1,2,261,170,3,0.648854961832061,0.1,150.99465648854965
660,B1,0,236,179,6,0.7552742616033755,0.1,101.40590717299577
660,B1,2,261,168,6,0.6412213740458015,0.1,153.87480916030535
661,A1,0,169,101,3,0.5941176470588235,0.1,109.29411764705883
661,A1,1,8,16,2,0.9,0.1,-6.2
661,A1,2,64,70,3,0.9,0.1,1.3
661,A1,3,8,16,2,0.9,0.1,-6.2
661,B1,0,237,176,9,0.7394957983193278,0.15,108.19873949579832
661,B1,2,256,161,9,0.6264591439688716,0.15,156.49007782101168
662,B1,0,243,178,12,0.7295081967213115,0.2,115.54754098360655
662,B1,2,250,162,12,0.6454183266932271,0.2,147.8422310756972
663,B1,0,235,177,15,0.75,0.25,106.0
663,B1,2,263,159,15,0.6022727272727273,0.25,170.98863636363637
664,B1,0,231,175,18,0.7543103448275862,0.3,104.39568965517242
664,B1,2,257,155,18,0.6007751937984496,0.3,169.27984496124034
665,B1,0,231,177,21,0.7629310344827587,0.35,103.31120689655171
665,B1,2,271,156,21,0.5735294117647058,0.35,188.87941176470588
666,B1,0,239,176,24,0.7333333333333333,0.4,119.53333333333333
666,B1,2,281,155,24,0.549645390070922,0.4,205.4049645390071
667,B1,0,243,174,27,0.7131147540983607,0.45,131.06803278688525
667,B1,2,278,152,27,0.5448028673835126,0.45,207.33996415770608
667,B2,0,154,64,3,0.4129032258064516,0.1,127.8741935483871
667,B2,1,9,18,2,0.9,0.1,-6.999999999999999
667,B2,2,78,52,3,0.6582278481012658,0.1,44.07215189873418
667,B2,3,9,18,2,0.9,0.1,-6.999999999999999
668,B1,0,237,176,30,0.7394957983193278,0.5,121.84873949579833
668,B1,2,277,156,30,0.5611510791366906,0.5,204.46043165467626
668,B2,0,154,62,6,0.4,0.1,129.79999999999998
668,B2,1,10,17,4,0.9,0.1,-4.9
668,B2,2,79,49,6,0.6125,0.1,49.5875
668,B2,3,10,17,4,0.9,0.1,-4.9
